Gene_ID,prot.1,prot.2,prot.3,prot.4,prot.5,prot.6,prot.7,prot.8,prot.9,prot.10,prot.11,prot.12,prot.13,prot.14,prot.15,prot.16,prot.17
b0594,1.53E-06,4.39E-07,1.90E-06,8.01E-07,1.13E-06,1.25E-06,9.60E-07,1.43E-06,7.52E-07,6.23E-07,5.05E-07,3.98E-07,4.79E-06,1.25E-06,8.36E-07,1.90E-06,1.68E-06
b2574,4.93E-07,1.50E-07,1.17E-06,1.60E-07,1.22E-07,3.00E-07,3.42E-07,4.64E-07,4.16E-07,2.90E-07,1.84E-07,1.41E-07,4.00E-07,3.65E-07,1.63E-07,2.82E-07,6.07E-07
b3450,4.76E-07,5.19E-07,4.46E-07,4.38E-07,6.64E-07,3.42E-07,4.13E-07,3.47E-07,8.69E-07,1.27E-06,1.53E-06,2.04E-06,2.81E-07,7.29E-07,5.22E-07,9.88E-07,3.52E-07
b3449,3.23E-06,3.01E-06,4.71E-06,3.32E-06,4.93E-06,3.63E-06,4.16E-06,3.25E-06,3.60E-06,3.87E-06,4.35E-06,4.09E-06,4.93E-06,3.26E-06,3.29E-06,3.87E-06,3.30E-06
b1225,9.24E-11,6.31E-08,1.24E-10,7.40E-11,2.60E-09,8.31E-11,8.43E-11,8.05E-11,8.64E-11,7.62E-11,2.22E-09,8.29E-09,8.91E-11,8.55E-11,7.08E-11,2.72E-09,1.02E-10
b1227,3.65E-10,5.54E-10,4.83E-10,2.89E-10,3.18E-10,3.34E-10,3.31E-10,3.14E-10,3.35E-10,2.99E-10,2.60E-10,2.34E-10,3.55E-10,3.35E-10,2.78E-10,3.27E-10,6.44E-09
b0586,7.12E-07,5.25E-07,8.39E-07,5.49E-07,4.24E-07,7.26E-07,5.27E-07,5.31E-07,5.89E-07,4.56E-07,5.04E-07,2.54E-07,2.77E-06,3.19E-07,4.29E-07,3.82E-07,5.35E-07
b0750,6.10E-06,1.08E-06,1.90E-05,3.67E-06,3.09E-06,3.87E-06,3.77E-06,3.82E-06,5.21E-06,4.01E-06,2.53E-06,1.72E-06,3.48E-06,4.01E-06,1.60E-06,2.93E-06,4.53E-06
b0086,8.82E-06,1.41E-05,1.10E-05,8.46E-06,8.08E-06,5.59E-06,7.89E-06,8.23E-06,6.92E-06,4.51E-06,3.84E-06,3.16E-06,7.07E-06,5.59E-06,3.95E-06,4.37E-06,5.17E-06
b2329,1.32E-05,7.80E-06,8.95E-06,8.59E-06,1.09E-05,1.04E-05,1.15E-05,1.06E-05,1.20E-05,1.04E-05,8.34E-06,6.96E-06,1.39E-05,9.80E-06,1.02E-05,1.12E-05,1.28E-05
b0827,8.95E-06,1.17E-05,8.52E-06,7.22E-06,7.11E-06,7.43E-06,7.13E-06,7.29E-06,5.32E-06,4.72E-06,4.32E-06,3.57E-06,8.68E-06,6.91E-06,6.84E-06,5.45E-06,7.04E-06
b0826,1.56E-06,1.76E-06,0,1.08E-06,4.05E-07,9.59E-07,5.88E-07,7.16E-07,8.54E-07,1.08E-06,1.15E-07,5.47E-07,0,0,5.17E-07,9.18E-07,0
b3831,2.86E-05,0.000457163,5.46E-05,5.16E-05,6.19E-05,5.01E-05,5.42E-05,4.39E-05,6.60E-05,7.78E-05,9.11E-05,0.000102862,4.20E-05,4.17E-05,5.42E-05,4.39E-05,4.06E-05
b0774,2.31E-06,5.52E-07,3.32E-06,2.07E-06,1.46E-06,1.81E-06,1.50E-06,1.38E-06,1.85E-06,1.18E-06,8.29E-07,6.85E-07,2.39E-06,1.54E-06,1.44E-06,1.76E-06,1.65E-06
b0775,6.09E-06,1.56E-06,1.28E-05,1.55E-06,2.93E-06,2.33E-06,3.08E-06,1.21E-06,2.47E-06,1.02E-06,8.21E-07,5.28E-07,3.29E-06,2.07E-06,1.78E-06,3.70E-06,4.01E-06
b0776,1.20E-06,1.63E-06,2.29E-06,1.63E-06,1.31E-06,1.35E-06,1.39E-06,2.20E-06,1.19E-06,9.46E-07,7.61E-07,5.87E-07,2.13E-06,1.48E-06,1.10E-06,1.25E-06,1.85E-06
b0778,7.30E-06,2.11E-06,7.63E-06,5.23E-06,4.23E-06,3.54E-06,3.35E-06,3.47E-06,5.06E-06,3.80E-06,2.83E-06,1.97E-06,4.65E-06,2.66E-06,2.78E-06,2.73E-06,3.51E-06
b3412,1.13E-06,1.12E-06,1.17E-06,1.00E-06,3.30E-07,3.51E-07,4.39E-07,5.90E-07,4.50E-07,3.97E-07,2.63E-07,2.31E-07,4.53E-07,3.02E-07,3.09E-07,3.83E-07,4.95E-07
b4019,6.99E-06,4.49E-06,4.30E-06,2.95E-06,4.23E-06,5.02E-06,5.25E-06,5.08E-06,5.75E-06,4.24E-06,3.64E-06,3.12E-06,6.98E-06,5.68E-06,3.82E-06,5.69E-06,8.17E-06
b3942,3.65E-05,3.68E-05,3.15E-05,4.45E-05,5.35E-05,9.18E-05,5.28E-05,6.08E-05,5.48E-05,6.82E-05,7.59E-05,8.32E-05,3.63E-05,6.48E-05,6.55E-05,5.40E-05,4.87E-05
b3426,2.24E-06,6.40E-05,9.47E-05,1.78E-06,1.51E-06,1.61E-06,9.88E-05,1.39E-06,1.72E-06,1.66E-06,1.65E-06,1.35E-06,2.87E-06,2.68E-06,1.99E-06,2.20E-06,2.89E-06
b4291,2.60E-08,5.85E-08,1.49E-08,6.83E-08,3.19E-08,2.90E-08,3.21E-08,6.66E-08,2.05E-08,3.46E-08,1.82E-08,1.72E-08,1.05E-07,7.52E-08,5.37E-08,6.19E-08,1.99E-08
b0585,8.32E-08,3.06E-08,2.68E-08,3.32E-08,2.70E-08,1.97E-08,3.06E-08,2.89E-08,1.07E-08,6.94E-09,7.85E-09,6.82E-09,7.67E-07,3.27E-08,3.69E-08,6.00E-08,5.22E-08
b1197,1.09E-06,1.15E-06,1.43E-06,2.42E-06,3.35E-06,2.19E-06,2.23E-06,1.76E-06,1.79E-06,2.55E-06,3.26E-06,4.59E-06,9.04E-07,2.28E-06,2.89E-06,2.00E-06,9.23E-07
b2677,4.78E-07,1.97E-05,4.31E-07,4.03E-08,7.37E-08,1.25E-07,8.11E-08,9.77E-08,4.33E-08,3.56E-08,3.83E-08,3.67E-08,2.33E-07,4.28E-08,6.60E-08,6.21E-08,5.05E-08
b2678,4.95E-07,2.18E-05,4.42E-07,1.56E-07,6.09E-08,1.19E-07,1.31E-07,6.25E-08,1.39E-07,9.93E-08,7.24E-08,8.41E-08,2.87E-07,7.03E-08,1.70E-07,1.15E-07,2.29E-07
b4122,2.55E-07,4.33E-07,0,3.10E-08,1.28E-07,1.27E-07,7.74E-08,3.93E-08,5.80E-08,8.89E-09,6.84E-08,4.21E-08,0,0,2.45E-08,2.15E-07,0
b0088,1.35E-06,1.91E-06,1.70E-06,1.14E-06,1.15E-06,1.59E-06,1.14E-06,1.37E-06,8.65E-07,5.75E-07,4.71E-07,4.24E-07,9.63E-07,1.01E-06,7.91E-07,1.01E-06,1.22E-06
b4290,1.81E-07,8.97E-06,0,6.83E-08,8.34E-08,1.87E-07,4.56E-08,1.16E-07,8.52E-08,1.05E-07,1.44E-07,1.28E-07,0,0,4.47E-08,6.01E-08,0
b2411,4.83E-06,1.07E-05,1.07E-05,3.58E-06,5.06E-06,5.75E-06,5.10E-06,3.97E-06,5.30E-06,4.26E-06,3.54E-06,3.52E-06,6.16E-06,5.96E-06,4.30E-06,6.47E-06,7.26E-06
b0596,2.35E-06,6.87E-07,2.67E-06,8.66E-07,1.23E-06,1.36E-06,1.46E-06,1.98E-06,7.10E-07,4.20E-07,3.44E-07,3.57E-07,5.99E-06,1.60E-06,9.50E-07,2.32E-06,2.49E-06
b3431,1.84E-06,1.24E-06,2.24E-06,1.84E-06,1.35E-06,1.34E-06,1.58E-06,1.65E-06,1.27E-06,1.27E-06,1.19E-06,1.23E-06,1.40E-06,1.35E-06,1.58E-06,1.29E-06,1.05E-06
b2557,4.08E-05,1.37E-05,3.89E-05,2.39E-05,3.44E-05,3.26E-05,3.43E-05,4.49E-05,3.79E-05,2.87E-05,2.43E-05,2.02E-05,2.86E-05,2.93E-05,2.60E-05,3.18E-05,3.99E-05
b0237,3.99E-05,9.89E-05,7.43E-05,4.71E-05,4.65E-05,4.41E-05,4.77E-05,4.26E-05,4.48E-05,4.05E-05,3.40E-05,2.74E-05,6.77E-05,5.01E-05,3.99E-05,4.90E-05,5.85E-05
b4005,3.51E-05,7.04E-06,3.53E-05,1.33E-05,2.27E-05,2.85E-05,2.51E-05,3.46E-05,1.93E-05,1.19E-05,8.74E-06,6.34E-06,2.83E-05,2.48E-05,1.33E-05,2.22E-05,3.14E-05
b0160,4.03E-08,5.55E-08,3.56E-08,5.29E-08,5.17E-08,5.73E-08,5.21E-08,6.27E-08,5.12E-08,5.93E-08,5.34E-08,4.94E-08,3.27E-08,6.30E-08,8.39E-08,5.12E-08,3.94E-08
b3281,2.01E-06,3.68E-06,3.54E-06,2.08E-06,2.15E-06,1.84E-06,2.59E-06,1.92E-06,1.70E-06,1.48E-06,1.38E-06,1.22E-06,2.68E-06,1.51E-06,1.76E-06,1.67E-06,2.73E-06
b0124,7.19E-07,1.42E-06,6.17E-07,4.65E-07,3.91E-07,1.44E-06,3.62E-07,2.98E-07,1.26E-06,1.05E-06,1.42E-06,1.78E-06,1.30E-06,5.51E-07,6.18E-07,4.42E-07,5.92E-07
b0112,3.32E-06,4.15E-07,2.46E-07,1.44E-06,2.76E-06,2.56E-06,2.30E-06,1.85E-06,3.83E-06,2.68E-06,2.44E-06,2.14E-06,1.16E-06,1.58E-06,7.17E-07,1.88E-06,2.28E-06
b1764,1.18E-05,2.33E-05,1.72E-05,1.12E-05,1.18E-05,1.07E-05,1.11E-05,1.11E-05,1.15E-05,1.02E-05,8.62E-06,7.67E-06,1.31E-05,1.11E-05,6.49E-06,9.50E-06,9.52E-06
b0194,7.18E-05,0.000107017,9.68E-05,3.77E-05,5.50E-05,5.11E-05,6.18E-05,5.33E-05,6.29E-05,4.62E-05,3.60E-05,3.22E-05,7.34E-05,6.41E-05,4.51E-05,6.38E-05,8.03E-05
b2421,2.55E-05,1.01E-05,2.39E-05,1.43E-05,1.81E-05,1.87E-05,1.62E-05,1.62E-05,1.94E-05,1.29E-05,8.86E-06,8.12E-06,2.28E-05,1.33E-05,1.06E-05,1.93E-05,1.96E-05
b1102,3.09E-07,2.22E-07,3.03E-07,2.69E-07,2.03E-07,3.12E-07,1.87E-07,1.98E-07,1.72E-07,1.71E-07,1.07E-07,1.03E-07,1.11E-06,1.63E-07,1.97E-07,1.54E-07,1.63E-07
b2264,2.56E-08,3.15E-07,0,1.17E-08,3.15E-08,1.39E-08,2.30E-08,2.87E-08,1.75E-08,8.22E-09,2.82E-07,7.13E-09,0,0,3.13E-09,9.33E-09,0
b2708,9.09E-07,1.80E-06,1.55E-06,9.44E-07,1.15E-06,7.47E-07,1.05E-06,1.01E-06,1.16E-06,9.68E-07,7.68E-07,7.00E-07,1.03E-06,7.83E-07,5.88E-07,8.00E-07,7.85E-07
b3729,6.69E-05,8.75E-05,9.93E-05,2.75E-05,4.85E-05,3.16E-05,5.98E-05,4.64E-05,4.92E-05,3.55E-05,2.68E-05,2.32E-05,6.70E-05,4.02E-05,3.50E-05,5.55E-05,6.94E-05
b0090,1.53E-06,2.21E-06,1.63E-06,1.23E-06,1.01E-06,1.26E-06,1.51E-06,1.81E-06,1.47E-06,1.03E-06,7.89E-07,8.68E-07,1.78E-06,1.30E-06,1.17E-06,1.62E-06,1.93E-06
b0312,1.42E-06,2.42E-06,1.37E-06,1.05E-06,9.12E-07,7.34E-07,1.05E-06,6.62E-07,1.01E-06,7.89E-07,6.58E-07,3.35E-07,1.10E-06,1.17E-06,7.49E-07,8.46E-07,1.51E-06
b2763,5.00E-05,1.03E-05,2.72E-05,2.61E-05,3.38E-05,3.61E-05,4.24E-05,3.21E-05,3.27E-05,2.35E-05,1.75E-05,1.63E-05,2.97E-05,3.07E-05,2.22E-05,2.91E-05,4.49E-05
b2762,3.09E-05,7.91E-06,2.22E-05,1.17E-05,1.97E-05,2.40E-05,2.61E-05,2.07E-05,1.41E-05,1.01E-05,7.23E-06,5.73E-06,1.74E-05,1.53E-05,1.36E-05,1.57E-05,2.54E-05
b0091,7.22E-06,1.11E-05,7.26E-06,5.34E-06,5.49E-06,5.25E-06,5.67E-06,6.59E-06,4.69E-06,3.49E-06,3.38E-06,2.39E-06,7.56E-06,5.97E-06,4.03E-06,5.99E-06,6.61E-06
b2232,2.22E-05,2.33E-05,2.42E-05,1.62E-05,1.92E-05,1.76E-05,1.86E-05,1.44E-05,1.72E-05,1.32E-05,1.09E-05,7.01E-06,1.50E-05,1.73E-05,8.94E-06,1.76E-05,1.43E-05
b3359,6.52E-05,8.60E-06,9.67E-06,2.56E-05,2.95E-05,4.32E-05,3.80E-05,4.12E-05,4.57E-05,3.82E-05,4.39E-05,4.41E-05,3.45E-05,3.32E-05,4.78E-05,3.36E-05,4.87E-05
b0894,2.31E-08,1.52E-07,2.67E-08,1.44E-08,2.98E-08,2.49E-08,3.87E-08,3.27E-08,3.82E-08,1.23E-08,8.58E-09,1.70E-08,2.14E-08,1.27E-08,2.35E-08,3.02E-08,2.15E-08
b1740,6.54E-05,3.69E-05,4.84E-05,3.92E-05,3.92E-05,4.22E-05,5.13E-05,3.63E-05,4.35E-05,3.33E-05,3.33E-05,2.91E-05,5.85E-05,4.41E-05,4.28E-05,3.56E-05,5.52E-05
b3447,2.85E-06,4.47E-06,6.03E-06,2.54E-06,5.44E-06,4.70E-06,4.63E-06,3.53E-06,3.44E-06,3.47E-06,3.06E-06,2.61E-06,2.16E-06,3.50E-06,3.50E-06,3.66E-06,2.40E-06
b0052,3.05E-06,2.97E-06,2.64E-06,2.36E-06,2.54E-06,2.94E-06,2.76E-06,2.91E-06,1.90E-06,1.77E-06,1.61E-06,1.34E-06,3.16E-06,2.22E-06,2.14E-06,2.36E-06,2.64E-06
b2440,1.98E-07,2.22E-07,3.69E-07,2.51E-07,3.11E-07,1.99E-07,3.15E-07,2.50E-07,5.89E-07,5.48E-07,6.87E-07,6.58E-07,4.06E-07,1.83E-07,4.06E-07,3.07E-07,6.90E-07
b1002,8.33E-06,2.28E-05,1.29E-05,2.30E-05,2.07E-05,1.58E-05,1.41E-05,1.51E-05,2.04E-05,2.63E-05,3.11E-05,3.53E-05,1.07E-05,2.06E-05,2.65E-05,1.58E-05,1.51E-05
b2167,2.87E-06,4.73E-06,3.10E-06,2.00E-06,2.33E-06,4.86E-06,2.75E-06,1.98E-06,3.97E-06,3.53E-06,3.78E-06,4.02E-06,3.81E-06,3.46E-06,2.91E-06,2.31E-06,5.59E-05
b3845,7.05E-06,8.74E-06,7.69E-06,1.38E-05,1.89E-05,1.40E-05,8.42E-06,1.73E-05,9.60E-06,2.02E-05,2.43E-05,2.13E-05,5.93E-06,2.08E-05,2.14E-05,1.60E-05,5.85E-06
b2752,2.16E-05,6.00E-06,1.32E-05,9.79E-06,1.35E-05,1.24E-05,1.42E-05,1.22E-05,1.45E-05,7.91E-06,5.97E-06,3.87E-06,1.39E-05,1.04E-05,6.97E-06,1.04E-05,1.85E-05
b2938,2.15E-05,2.76E-05,3.16E-05,1.06E-05,1.37E-05,1.48E-05,1.83E-05,1.64E-05,1.50E-05,1.11E-05,1.10E-05,9.64E-06,1.45E-05,1.35E-05,1.23E-05,1.20E-05,1.83E-05
b3846,2.88E-06,9.08E-06,6.16E-06,1.01E-05,1.53E-05,1.15E-05,4.63E-06,1.71E-05,1.43E-05,2.80E-05,3.62E-05,3.32E-05,4.80E-06,2.05E-05,1.95E-05,1.52E-05,5.48E-06
b1732,1.96E-05,1.26E-05,1.02E-05,3.42E-05,4.03E-05,3.02E-05,3.09E-05,1.91E-05,2.66E-05,3.84E-05,4.61E-05,5.22E-05,1.46E-05,2.97E-05,5.53E-05,3.51E-05,1.87E-05
b1768,5.66E-07,1.01E-06,1.00E-06,8.44E-07,8.49E-07,1.13E-06,6.94E-07,4.46E-07,4.93E-07,5.62E-07,3.73E-07,2.25E-07,3.57E-07,3.65E-07,1.33E-07,1.22E-07,5.06E-07
b1854,3.16E-05,5.55E-05,4.74E-05,2.36E-05,2.98E-05,4.15E-05,3.78E-05,3.63E-05,3.27E-05,3.18E-05,2.94E-05,2.65E-05,3.10E-05,3.49E-05,3.27E-05,3.02E-05,3.63E-05
b0179,1.41E-06,2.61E-06,1.91E-06,7.97E-07,1.43E-06,1.51E-06,1.58E-06,1.20E-06,1.42E-06,1.14E-06,9.92E-07,1.04E-06,8.11E-07,1.04E-06,7.19E-07,1.17E-06,9.58E-07
b0766,5.83E-06,9.85E-06,1.06E-05,2.40E-06,3.51E-06,3.01E-06,4.21E-06,3.65E-06,3.08E-06,1.37E-06,5.80E-07,2.33E-07,5.04E-06,3.65E-06,1.31E-06,5.07E-06,5.50E-06
b0526,9.15E-06,1.42E-05,9.13E-06,4.60E-06,5.89E-06,6.33E-06,6.33E-06,6.50E-06,5.56E-06,4.20E-06,3.78E-06,3.09E-06,9.80E-06,5.89E-06,6.81E-06,5.62E-06,9.49E-06
b0674,1.92E-05,1.38E-05,0.000112778,1.61E-05,1.46E-05,1.63E-05,1.98E-05,2.17E-05,1.73E-05,1.61E-05,1.30E-05,9.86E-06,2.03E-05,1.84E-05,1.14E-05,1.30E-05,2.56E-05
b0085,8.50E-06,1.16E-05,9.21E-06,8.46E-06,6.57E-06,5.70E-06,6.23E-06,8.35E-06,5.59E-06,4.62E-06,3.68E-06,3.36E-06,7.66E-06,6.59E-06,5.01E-06,5.84E-06,7.22E-06
b4214,1.52E-05,1.62E-05,1.54E-05,1.37E-05,1.46E-05,1.77E-05,1.43E-05,1.39E-05,1.02E-05,1.05E-05,1.20E-05,1.61E-05,1.15E-05,1.54E-05,1.83E-05,1.13E-05,1.21E-05
b2662,9.95E-06,1.57E-05,2.71E-05,1.76E-05,2.14E-05,2.78E-05,2.15E-05,2.54E-05,2.71E-05,2.89E-05,3.04E-05,2.58E-05,1.25E-05,2.30E-05,2.45E-05,1.45E-05,1.50E-05
b3403,1.91E-05,0.000163456,0.000165973,0.000117809,0.000138619,9.97E-05,8.79E-05,0.000142982,9.21E-05,0.000130899,0.000105055,9.15E-05,4.73E-05,0.000110928,8.96E-05,0.000138954,4.03E-05
b1623,4.21E-06,2.66E-05,1.33E-05,1.96E-06,2.97E-06,2.35E-06,3.41E-06,2.06E-06,4.26E-06,6.82E-06,9.49E-06,8.50E-06,6.00E-06,5.58E-06,9.96E-06,4.02E-06,3.85E-06
b0030,7.04E-07,2.02E-05,1.22E-05,3.51E-06,6.09E-06,2.55E-06,3.54E-06,4.21E-06,4.86E-06,6.33E-06,5.44E-06,4.70E-06,1.03E-06,5.23E-06,2.28E-06,4.27E-06,1.43E-06
b3967,1.11E-06,3.08E-06,1.41E-06,1.05E-06,1.09E-06,1.11E-06,8.43E-07,1.03E-06,1.33E-06,1.29E-06,8.95E-07,7.85E-07,1.41E-06,9.56E-07,8.40E-07,8.72E-07,1.18E-06
b3456,1.17E-06,2.19E-07,3.29E-07,5.56E-07,1.34E-06,1.55E-06,1.41E-06,1.51E-06,2.27E-06,1.90E-06,1.73E-06,1.27E-06,1.41E-06,1.68E-06,1.19E-06,1.99E-06,2.21E-06
b3454,3.65E-06,1.12E-06,1.34E-06,1.72E-06,5.02E-06,3.84E-06,4.68E-06,4.30E-06,3.43E-06,3.19E-06,3.11E-06,2.39E-06,3.27E-06,2.60E-06,3.74E-06,3.70E-06,3.30E-06
b3126,5.48E-08,4.02E-06,5.89E-07,1.31E-07,3.24E-08,8.15E-08,1.82E-07,6.62E-08,2.16E-07,2.09E-07,1.96E-07,3.17E-07,2.15E-08,9.03E-08,6.80E-08,1.29E-07,1.35E-07
b1702,1.92E-05,3.97E-05,3.58E-05,4.33E-05,5.05E-05,2.61E-05,3.08E-05,6.95E-05,3.08E-05,3.48E-05,3.10E-05,3.03E-05,2.07E-05,3.21E-05,2.92E-05,5.83E-05,1.01E-05
b0907,0.000301963,5.28E-05,9.54E-05,0.000132864,0.000127831,0.000176397,0.000160795,0.000144942,0.000127328,9.99E-05,7.88E-05,5.41E-05,0.000259185,0.000163563,0.000132864,0.000166835,0.000259185
b1243,9.55E-05,0.000110941,0.000502934,4.91E-05,9.14E-05,0.000112749,8.28E-05,9.15E-05,0.000109955,0.000102395,9.11E-05,7.10E-05,0.000152688,8.76E-05,7.13E-05,0.000107654,0.000100587
b2751,2.53E-05,6.21E-06,1.49E-05,1.14E-05,1.53E-05,1.72E-05,1.92E-05,1.66E-05,2.55E-05,1.55E-05,9.56E-06,6.28E-06,1.71E-05,1.36E-05,9.69E-06,1.41E-05,2.69E-05
b3544,8.20E-05,4.12E-05,0.000252336,0.00013563,0.000220794,0.000143765,0.000163686,0.000194232,0.00016767,0.000199212,0.000177631,0.000154888,0.000127828,0.000174311,0.000132808,0.000184271,0.000123844
b1308,1.93E-06,2.58E-05,2.49E-05,5.84E-06,7.39E-06,3.88E-06,4.72E-06,7.27E-06,4.68E-06,4.50E-06,1.98E-06,1.69E-06,2.04E-06,8.07E-06,1.78E-06,5.62E-06,2.59E-06
b3288,1.19E-05,2.63E-05,2.53E-05,1.05E-05,1.16E-05,1.36E-05,1.27E-05,1.26E-05,9.52E-06,7.06E-06,7.18E-06,6.01E-06,1.54E-05,8.85E-06,8.56E-06,9.00E-06,1.10E-05
b1300,1.91E-06,7.12E-07,1.02E-06,4.65E-07,8.41E-07,2.79E-06,1.20E-06,9.69E-07,6.48E-06,9.46E-06,3.80E-06,7.12E-07,1.57E-06,6.13E-06,4.52E-07,1.16E-06,2.75E-06
b0886,1.28E-06,2.64E-06,1.81E-06,8.56E-07,1.22E-06,1.70E-06,1.70E-06,1.72E-06,2.26E-06,1.89E-06,1.64E-06,1.72E-06,1.16E-06,1.15E-06,7.75E-07,1.02E-06,1.83E-06
b0154,4.83E-05,6.29E-05,6.09E-05,2.56E-05,3.62E-05,3.64E-05,4.21E-05,3.57E-05,3.53E-05,2.89E-05,2.41E-05,1.91E-05,4.37E-05,3.40E-05,2.89E-05,3.44E-05,4.46E-05
b3957,3.57E-05,5.41E-06,9.46E-06,1.33E-05,1.51E-05,1.60E-05,2.29E-05,2.21E-05,2.17E-05,1.29E-05,1.41E-05,1.59E-05,2.55E-05,1.95E-05,2.19E-05,1.54E-05,3.05E-05
b0657,7.84E-07,1.18E-06,1.02E-06,3.07E-07,4.77E-07,7.72E-07,4.98E-07,4.74E-07,6.23E-07,6.21E-07,5.26E-07,4.23E-07,5.51E-07,5.49E-07,3.40E-07,3.44E-07,7.16E-07
b3621,1.03E-06,1.53E-06,0,4.00E-07,5.32E-07,7.72E-07,5.94E-07,5.52E-07,4.17E-07,4.45E-07,6.25E-08,1.84E-07,0,0,1.53E-07,7.69E-07,0
b2470,1.50E-08,3.19E-09,1.58E-10,2.30E-08,1.66E-08,5.23E-09,3.23E-08,4.84E-08,3.13E-09,3.77E-09,4.93E-09,4.72E-09,2.28E-08,5.28E-11,5.19E-09,7.82E-09,2.23E-08
b3256,3.00E-05,8.89E-05,5.26E-05,1.74E-05,2.60E-05,2.21E-05,2.64E-05,2.29E-05,2.11E-05,1.81E-05,1.44E-05,1.28E-05,2.42E-05,2.31E-05,1.74E-05,2.60E-05,2.94E-05
b0529,3.09E-05,2.41E-05,4.13E-05,2.04E-05,2.30E-05,3.10E-05,2.64E-05,2.28E-05,2.32E-05,1.79E-05,1.38E-05,1.17E-05,3.39E-05,2.18E-05,1.87E-05,2.30E-05,2.94E-05
b0576,1.50E-06,2.71E-07,1.77E-07,6.56E-07,1.47E-07,8.08E-07,1.23E-07,1.20E-07,2.09E-07,3.18E-07,1.60E-07,1.06E-07,1.24E-07,1.17E-07,6.10E-08,1.53E-07,3.06E-07
b4322,6.56E-06,3.15E-05,1.43E-05,5.76E-06,8.44E-06,7.43E-06,8.19E-06,5.51E-06,6.92E-06,7.97E-06,9.62E-06,8.62E-06,4.76E-06,9.64E-06,6.92E-06,6.34E-06,5.96E-06
b2563,7.70E-07,1.38E-06,1.16E-06,6.72E-07,6.37E-07,8.48E-07,6.17E-07,6.40E-07,4.89E-07,4.66E-07,3.51E-07,3.53E-07,8.70E-07,6.65E-07,8.13E-07,8.13E-07,1.09E-06
b3182,1.39E-07,1.95E-07,9.80E-08,6.22E-08,7.34E-08,9.02E-08,8.04E-08,9.12E-08,8.19E-08,7.67E-08,5.41E-08,3.32E-08,1.03E-07,6.59E-08,3.73E-08,1.06E-07,9.72E-08
b2552,2.46E-06,5.80E-06,4.59E-06,7.33E-07,1.70E-06,1.79E-06,1.39E-06,1.41E-06,2.40E-06,1.65E-06,1.18E-06,6.73E-07,2.78E-06,2.33E-06,8.92E-07,1.76E-06,2.15E-06
b0356,9.13E-06,2.54E-05,1.49E-05,8.88E-06,1.00E-05,7.55E-06,1.11E-05,8.80E-06,7.66E-06,6.74E-06,6.13E-06,5.80E-06,7.15E-06,1.41E-05,7.10E-06,7.78E-06,8.16E-06
b1276,9.89E-06,1.62E-05,1.30E-05,2.65E-05,2.21E-05,2.53E-05,1.34E-05,1.30E-05,1.63E-05,2.15E-05,2.41E-05,2.23E-05,8.39E-06,2.10E-05,2.17E-05,1.96E-05,1.12E-05
b0337,5.09E-05,1.15E-05,1.77E-05,2.36E-05,4.90E-05,3.79E-05,4.86E-05,3.66E-05,4.67E-05,2.71E-05,1.82E-05,1.40E-05,3.62E-05,3.39E-05,2.46E-05,6.02E-05,4.92E-05
b2661,1.19E-05,2.09E-05,2.94E-05,1.78E-05,1.90E-05,2.44E-05,1.88E-05,2.28E-05,2.59E-05,2.81E-05,2.69E-05,3.27E-05,1.68E-05,2.90E-05,2.19E-05,1.53E-05,1.46E-05
b2907,1.05E-06,1.89E-06,0,6.42E-07,9.04E-07,1.16E-06,8.12E-07,9.23E-07,9.33E-07,7.55E-07,4.64E-07,2.70E-07,0,0,4.99E-07,1.01E-06,0
b0414,3.23E-06,2.15E-06,2.05E-06,1.75E-06,2.51E-06,2.95E-06,2.93E-06,2.98E-06,2.22E-06,1.43E-06,1.19E-06,1.03E-06,2.68E-06,2.12E-06,1.91E-06,2.73E-06,2.31E-06
b3779,1.00E-06,7.02E-07,7.72E-07,3.45E-07,5.18E-07,7.37E-07,5.02E-07,6.48E-07,5.31E-07,5.25E-07,5.11E-07,3.39E-07,4.20E-07,4.56E-07,5.14E-07,6.00E-07,6.48E-07
b1415,5.82E-05,0.000186512,0.000180768,0.000285322,0.000478728,0.000285322,0.000271918,0.000453834,0.000315961,0.000515111,0.000593623,0.000608942,9.96E-05,0.000507452,0.000474898,0.000450004,0.000157597
b3829,0.000856946,2.84E-05,2.80E-05,0.000289588,0.000327412,0.000398332,0.000478708,0.000309682,0.000451522,0.000219851,0.000138293,7.04E-05,0.000544899,0.000442066,0.000193847,0.000319138,0.000645369
b3571,3.82E-07,5.06E-08,0,4.84E-08,5.74E-08,8.95E-08,6.64E-08,6.15E-08,1.64E-07,3.61E-07,2.31E-07,1.74E-07,0,0,5.57E-08,7.46E-08,0
b3631,8.19E-07,1.69E-06,0,2.94E-07,2.51E-07,8.24E-07,5.09E-07,1.54E-07,2.46E-07,1.25E-07,2.10E-07,7.67E-08,0,0,1.10E-07,3.72E-07,0
b0978,1.67E-08,6.72E-08,2.26E-09,3.46E-09,4.13E-09,1.07E-09,5.60E-09,6.96E-09,6.74E-09,6.17E-09,7.81E-09,4.91E-09,2.66E-08,2.85E-09,6.67E-09,3.34E-09,7.55E-09
b4039,2.57E-06,4.86E-06,5.11E-06,1.99E-06,2.75E-06,2.61E-06,2.35E-06,1.82E-06,2.46E-06,1.97E-06,1.83E-06,1.08E-06,1.73E-06,1.93E-06,1.17E-06,1.82E-06,1.64E-06
