Gene_ID,prot.1,prot.2,prot.3,prot.4,prot.5,prot.6,prot.7,prot.8,prot.9,prot.10,prot.11,prot.12,prot.13,prot.14,prot.15,prot.16,prot.17
b3432,1.26E-06,1.76E-06,1.36E-06,1.10E-06,1.23E-06,1.22E-06,1.29E-06,1.36E-06,1.19E-06,1.00E-06,1.04E-06,9.90E-07,1.54E-06,1.35E-06,1.16E-06,1.25E-06,1.45E-06
b0642,3.07E-05,4.47E-05,3.95E-05,2.00E-05,2.48E-05,2.42E-05,2.50E-05,2.18E-05,2.70E-05,2.27E-05,1.98E-05,1.77E-05,2.80E-05,2.27E-05,1.82E-05,2.44E-05,2.98E-05
b2499,4.24E-05,9.37E-06,4.13E-05,1.98E-05,3.40E-05,3.75E-05,3.80E-05,4.62E-05,3.48E-05,2.03E-05,1.64E-05,1.18E-05,3.56E-05,2.83E-05,2.91E-05,3.04E-05,3.94E-05
b2240,8.87E-07,1.74E-05,1.23E-05,8.48E-07,1.52E-06,1.19E-06,6.84E-06,1.40E-06,1.17E-06,1.35E-06,1.18E-06,1.15E-06,1.29E-06,1.13E-06,8.56E-07,1.05E-06,9.03E-07
b4213,2.23E-06,8.90E-06,6.30E-06,4.35E-06,4.27E-06,4.13E-06,3.28E-06,3.67E-06,4.10E-06,4.66E-06,3.70E-06,3.42E-06,3.35E-06,4.41E-06,3.14E-06,4.75E-06,3.04E-06
b3572,9.19E-06,6.34E-06,7.03E-06,6.04E-06,6.11E-06,5.96E-06,6.17E-06,5.46E-06,6.15E-06,5.79E-06,4.18E-06,2.66E-06,6.32E-06,3.92E-06,4.11E-06,4.54E-06,5.98E-06
b0074,4.51E-05,1.47E-05,1.48E-05,7.04E-05,4.84E-05,5.26E-05,5.61E-05,3.48E-05,6.15E-05,6.36E-05,6.29E-05,8.35E-05,8.73E-05,5.54E-05,7.09E-05,5.76E-05,6.32E-05
b2310,0.000102303,7.55E-05,0.000118042,0.000211044,0.000375587,0.000233222,0.00021784,0.000270065,0.000201744,0.000379164,0.000397049,0.000411357,8.69E-05,0.00037201,0.000490052,0.000337313,0.00012913
b0072,4.60E-05,9.29E-06,1.19E-05,5.90E-05,4.88E-05,5.98E-05,4.86E-05,3.51E-05,3.63E-05,5.14E-05,5.14E-05,6.00E-05,3.79E-05,3.45E-05,3.79E-05,4.66E-05,4.27E-05
b2818,5.51E-06,3.68E-06,2.36E-06,2.60E-06,3.15E-06,3.30E-06,4.21E-06,4.09E-06,6.06E-06,3.42E-06,2.81E-06,2.93E-06,4.52E-06,3.91E-06,2.00E-06,3.21E-06,5.31E-06
b3974,4.57E-06,8.43E-06,6.94E-06,2.41E-06,4.32E-06,3.69E-06,4.10E-06,4.76E-06,2.65E-06,2.37E-06,2.31E-06,1.68E-06,3.14E-06,3.99E-06,2.97E-06,4.49E-06,3.61E-06
b0103,1.19E-06,1.04E-06,2.08E-06,1.07E-06,9.87E-07,7.61E-07,6.82E-07,1.07E-06,9.07E-07,7.97E-07,7.22E-07,7.75E-07,8.72E-07,6.86E-07,5.62E-07,5.84E-07,7.92E-07
b2750,1.39E-05,3.41E-06,8.34E-06,7.85E-06,8.21E-06,8.03E-06,9.02E-06,7.90E-06,7.40E-06,4.80E-06,2.65E-06,2.10E-06,8.79E-06,6.55E-06,4.53E-06,7.49E-06,9.96E-06
b0381,2.33E-06,1.49E-05,1.28E-05,1.61E-06,1.48E-06,1.80E-06,1.51E-06,1.87E-06,1.37E-06,1.00E-06,6.42E-07,5.68E-07,4.07E-06,1.36E-06,1.04E-06,1.63E-06,2.16E-06
b2904,1.07E-05,1.80E-05,2.22E-05,5.31E-06,7.33E-06,6.65E-06,8.49E-06,6.63E-06,7.04E-06,4.40E-06,2.98E-06,3.10E-06,9.79E-06,7.91E-06,4.55E-06,6.86E-06,9.72E-06
b3429,5.50E-06,5.29E-06,7.98E-06,6.92E-06,5.14E-06,8.09E-06,6.48E-06,7.07E-06,9.46E-06,8.77E-06,8.19E-06,8.49E-06,6.63E-06,7.05E-06,5.65E-06,5.36E-06,7.96E-06
b3425,2.13E-07,6.17E-07,4.59E-07,7.51E-08,1.03E-07,1.34E-07,2.55E-07,1.14E-07,8.71E-08,4.72E-08,2.23E-08,1.00E-08,9.37E-08,4.69E-08,2.21E-08,2.92E-08,2.42E-08
b2388,8.25E-06,1.01E-05,1.76E-05,9.95E-06,1.11E-05,1.73E-05,1.62E-05,1.04E-05,1.72E-05,1.42E-05,1.58E-05,1.48E-05,1.60E-05,1.66E-05,1.85E-05,1.27E-05,2.53E-05
b2688,9.12E-06,1.02E-05,8.76E-06,5.57E-06,6.32E-06,6.49E-06,7.04E-06,6.15E-06,5.39E-06,5.51E-06,5.02E-06,4.21E-06,6.65E-06,5.84E-06,5.62E-06,5.41E-06,6.54E-06
b0181,1.62E-05,2.47E-05,2.01E-05,1.06E-05,1.43E-05,1.57E-05,1.67E-05,1.68E-05,1.38E-05,1.27E-05,1.08E-05,1.03E-05,1.70E-05,1.65E-05,1.39E-05,1.63E-05,1.85E-05
b0639,6.65E-07,1.11E-06,6.98E-07,4.08E-07,5.14E-07,3.90E-07,4.41E-07,3.58E-07,3.37E-07,2.90E-07,2.28E-07,2.09E-07,8.45E-07,5.72E-07,4.90E-07,5.02E-07,8.00E-07
b3223,3.68E-07,1.45E-05,2.33E-06,4.41E-07,8.78E-07,7.82E-07,8.53E-07,7.86E-07,4.70E-07,7.40E-07,6.74E-07,5.78E-07,3.14E-07,1.06E-06,8.11E-07,7.45E-07,4.24E-07
b2476,0.000136129,2.49E-05,0.000127227,8.16E-05,0.000111648,0.000119066,0.000117212,0.000143918,0.000114615,7.97E-05,6.01E-05,4.71E-05,0.000150595,0.0001046,7.79E-05,0.000107197,0.000121292
b4244,0.000316525,5.05E-05,4.05E-05,0.000202435,0.000368011,0.000299558,0.000342853,0.00019951,0.000353384,0.000227593,0.000136907,0.000111749,0.00027674,0.000253337,0.000326471,0.000396095,0.000300143
b2066,3.19E-06,7.40E-06,5.55E-06,2.27E-06,3.48E-06,2.70E-06,3.40E-06,2.85E-06,3.96E-06,2.78E-06,2.26E-06,1.76E-06,3.64E-06,2.87E-06,2.32E-06,3.45E-06,4.08E-06
b0736,3.21E-06,4.02E-06,0,1.01E-06,2.23E-06,2.57E-06,1.64E-06,1.01E-06,1.49E-06,1.55E-06,9.85E-07,7.53E-07,0,0,1.04E-06,1.69E-06,0
b0411,2.21E-05,0.000153503,2.47E-05,1.04E-05,1.43E-05,1.96E-05,1.25E-05,1.20E-05,1.95E-05,1.63E-05,1.56E-05,1.28E-05,1.73E-05,1.77E-05,8.26E-06,1.76E-05,2.08E-05
b2243,1.07E-10,6.72E-07,1.93E-07,8.60E-11,7.56E-09,3.65E-09,6.33E-08,9.35E-11,1.02E-10,5.33E-10,7.74E-11,7.10E-11,1.84E-09,1.55E-09,1.92E-09,9.67E-11,2.26E-09
b0756,2.06E-05,3.93E-05,3.54E-05,1.88E-05,2.07E-05,2.36E-05,2.42E-05,1.77E-05,1.94E-05,1.84E-05,1.66E-05,1.39E-05,2.25E-05,2.30E-05,5.14E-05,2.10E-05,2.12E-05
b3607,6.63E-06,8.20E-06,1.03E-05,6.52E-06,7.41E-06,1.00E-05,8.81E-06,7.99E-06,7.92E-06,6.83E-06,5.81E-06,5.84E-06,8.85E-06,8.61E-06,6.86E-06,7.99E-06,9.67E-06
b1270,2.74E-06,9.06E-06,8.74E-06,2.07E-06,2.41E-06,2.22E-06,6.51E-06,3.11E-06,1.95E-06,2.10E-06,1.92E-06,1.25E-06,2.17E-06,3.35E-06,2.77E-06,2.88E-06,3.78E-06
b0386,9.11E-06,1.35E-05,1.14E-05,7.76E-06,9.14E-06,8.79E-06,7.47E-06,6.69E-06,1.18E-05,1.18E-05,1.18E-05,1.30E-05,9.04E-06,6.26E-06,1.11E-05,6.69E-06,6.08E-06
b4266,9.99E-06,1.74E-05,0,6.50E-06,8.32E-06,0.000248844,6.39E-06,7.37E-06,8.10E-06,9.48E-06,8.14E-06,5.99E-06,0,0,4.80E-06,6.72E-06,0
b2091,2.13E-06,2.04E-05,1.08E-05,1.80E-05,1.56E-05,1.03E-05,1.03E-05,1.01E-05,1.29E-05,2.19E-05,2.00E-05,2.13E-05,5.86E-06,1.24E-05,1.20E-05,1.52E-05,6.83E-06
b1858,3.66E-07,9.67E-07,0,1.28E-07,8.01E-08,2.87E-06,1.04E-07,3.46E-08,9.16E-08,6.11E-08,9.59E-09,3.03E-07,0,0,1.07E-07,8.41E-08,0
b0864,9.78E-06,1.42E-05,1.64E-05,6.63E-06,9.12E-06,8.78E-06,8.89E-06,9.30E-06,6.74E-06,6.78E-06,6.08E-06,7.15E-06,1.11E-05,1.04E-05,1.16E-05,1.22E-05,1.14E-05
b2149,4.21E-07,5.57E-06,3.74E-06,1.90E-06,3.92E-06,3.37E-06,2.82E-06,3.50E-06,5.98E-06,8.02E-06,6.44E-06,6.48E-06,1.42E-06,5.50E-06,8.85E-06,4.13E-06,2.04E-06
b2996,2.46E-06,5.62E-07,0,2.09E-06,6.98E-07,1.47E-06,5.62E-07,8.54E-08,7.56E-07,2.06E-07,7.17E-08,1.15E-07,0,0,1.89E-09,2.25E-07,0
b0968,1.96E-06,2.54E-06,2.41E-06,4.07E-06,3.09E-06,5.13E-06,5.00E-06,3.70E-06,4.90E-06,5.76E-06,7.47E-06,9.14E-06,5.60E-06,3.30E-06,6.23E-06,3.02E-06,3.27E-06
b1602,4.95E-05,2.42E-05,1.71E-05,1.39E-05,2.24E-05,4.11E-05,3.57E-05,2.90E-05,6.18E-05,4.21E-05,3.66E-05,2.84E-05,3.92E-05,3.51E-05,1.59E-05,2.34E-05,5.94E-05
b3736,0.000149113,0.000231502,0.000303447,9.11E-05,0.000161877,0.000152014,0.000165358,0.000186826,0.000125904,9.86E-05,7.19E-05,5.76E-05,0.000152014,0.00014215,8.70E-05,0.000146792,0.000152014
b0175,7.32E-07,1.35E-06,2.24E-07,4.87E-07,6.72E-07,1.00E-06,6.65E-07,7.51E-07,9.55E-07,1.03E-06,1.02E-06,9.52E-07,1.56E-06,1.34E-06,1.11E-06,1.20E-06,2.12E-06
b3125,4.41E-07,1.28E-05,9.77E-07,4.11E-07,7.37E-07,5.66E-07,5.69E-07,3.85E-07,4.90E-07,5.92E-07,4.84E-07,7.67E-07,3.78E-07,5.03E-07,3.59E-07,5.07E-07,3.52E-07
b3198,3.37E-06,6.21E-06,5.66E-06,2.94E-06,2.95E-06,2.63E-06,3.15E-06,2.79E-06,3.52E-06,2.47E-06,2.62E-06,2.05E-06,5.51E-06,2.92E-06,4.62E-06,4.57E-06,4.43E-06
b2912,5.88E-07,5.50E-07,0,9.78E-08,2.65E-07,4.34E-07,1.78E-07,1.89E-07,1.78E-07,1.62E-07,1.06E-07,4.60E-08,0,0,1.02E-07,2.39E-07,0
b3610,7.08E-05,0.000139352,0.000139352,7.81E-05,9.82E-05,9.57E-05,0.000102484,8.84E-05,0.000105885,0.000103252,9.93E-05,9.75E-05,0.00010797,7.97E-05,0.000130574,7.58E-05,9.23E-05
b3428,2.23E-06,1.93E-06,2.12E-06,2.73E-06,2.34E-06,2.20E-06,2.42E-06,3.16E-06,3.65E-06,3.13E-06,3.09E-06,3.56E-06,2.54E-06,2.57E-06,2.20E-06,1.94E-06,2.70E-06
b3460,0.000381719,3.15E-05,6.97E-05,0.000350976,0.000463699,0.000545678,0.000389404,0.000366347,0.000491879,0.000576421,0.000504688,0.000386842,0.000294615,0.000461137,0.000381719,0.000497003,0.000417585
b4262,1.47E-06,2.63E-06,1.84E-06,7.08E-07,1.06E-06,1.27E-06,1.16E-06,1.56E-06,1.80E-06,1.65E-06,1.44E-06,1.52E-06,2.15E-06,2.01E-06,1.62E-06,1.64E-06,2.28E-06
b1851,1.35E-06,1.81E-06,0,5.11E-07,7.63E-07,3.30E-05,6.92E-07,5.81E-07,5.74E-07,6.41E-07,5.11E-07,3.67E-07,0,0,4.13E-07,4.30E-07,0
b3670,1.79E-05,4.67E-05,4.45E-05,3.07E-05,2.55E-05,3.46E-05,3.66E-05,1.06E-05,4.23E-05,3.41E-05,3.34E-05,4.02E-05,3.44E-05,2.24E-05,2.29E-05,2.96E-05,2.66E-05
b3029,1.02E-05,1.18E-05,9.47E-06,9.47E-06,8.43E-06,1.02E-05,8.78E-06,7.96E-06,7.56E-06,6.42E-06,5.48E-06,4.77E-06,1.23E-05,8.11E-06,6.56E-06,8.26E-06,9.56E-06
b1993,4.96E-07,3.24E-07,0,3.92E-07,3.25E-07,4.00E-07,4.59E-07,4.03E-07,5.51E-07,4.59E-07,4.38E-08,2.09E-07,0,0,1.47E-07,3.86E-07,0
b1134,7.70E-07,5.22E-07,9.25E-07,1.80E-07,7.81E-07,8.22E-07,5.08E-07,1.88E-07,2.48E-07,1.47E-07,1.41E-07,1.22E-07,4.70E-07,2.29E-07,2.51E-07,2.39E-07,4.90E-07
b2309,0.000178574,5.52E-05,8.37E-05,7.03E-05,0.000101239,0.000132524,0.000108972,0.000127954,0.000122682,0.000123736,0.000103348,9.42E-05,9.56E-05,0.000124439,0.000105105,0.000108269,0.000131118
b0009,7.83E-07,3.01E-06,2.17E-06,7.98E-07,1.13E-06,1.06E-06,7.22E-07,8.02E-07,5.62E-07,4.47E-07,4.07E-07,3.40E-07,1.20E-07,3.76E-07,2.22E-07,2.98E-07,3.10E-07
b1226,1.80E-08,7.31E-07,3.55E-08,2.33E-08,7.42E-08,1.24E-07,1.28E-07,9.58E-08,3.47E-08,4.39E-08,5.72E-08,6.10E-08,2.08E-08,2.97E-08,1.32E-08,3.17E-08,1.67E-08
b4261,1.21E-06,2.15E-06,1.76E-06,1.08E-06,1.29E-06,1.61E-06,1.32E-06,1.16E-06,2.07E-06,1.91E-06,1.88E-06,1.89E-06,1.61E-06,1.24E-06,1.46E-06,1.19E-06,1.76E-06
b3478,8.87E-08,9.93E-08,8.01E-08,4.32E-08,4.29E-08,8.71E-08,3.27E-08,3.79E-08,2.75E-08,1.57E-08,2.04E-08,1.39E-08,1.03E-07,8.61E-08,2.63E-08,4.95E-08,1.06E-07
b1244,7.57E-07,5.72E-06,1.17E-05,2.49E-07,6.59E-07,9.55E-07,4.97E-07,9.04E-07,1.43E-06,9.01E-07,6.68E-07,3.53E-07,1.04E-06,6.11E-07,1.84E-07,8.83E-07,1.30E-06
b1245,1.59E-06,7.31E-06,1.15E-05,3.43E-07,1.21E-06,1.46E-06,1.39E-06,1.14E-06,2.03E-06,1.66E-06,8.61E-07,6.09E-07,3.52E-06,1.80E-06,3.12E-06,2.55E-06,2.53E-06
b1124,5.06E-07,1.50E-06,9.94E-07,4.54E-07,4.68E-07,6.36E-07,5.09E-07,2.45E-07,1.20E-06,6.54E-07,6.05E-07,3.44E-07,1.05E-07,2.07E-07,1.35E-07,2.28E-07,1.07E-06
b1123,5.54E-05,6.90E-05,9.12E-05,2.81E-05,5.02E-05,5.07E-05,4.79E-05,4.07E-05,4.58E-05,3.99E-05,3.40E-05,2.40E-05,4.07E-05,4.69E-05,3.43E-05,5.18E-05,5.05E-05
b1662,1.24E-05,1.61E-05,1.46E-05,1.03E-05,8.03E-06,1.17E-05,1.02E-05,7.86E-06,1.01E-05,7.69E-06,7.22E-06,4.83E-06,1.44E-05,8.37E-06,7.99E-06,8.97E-06,1.23E-05
b3785,2.32E-06,4.97E-06,2.84E-06,1.85E-06,1.90E-06,2.19E-06,1.94E-06,2.01E-06,2.49E-06,2.07E-06,1.62E-06,1.82E-06,2.32E-06,1.63E-06,1.06E-06,2.03E-06,2.12E-06
b2311,1.04E-06,1.06E-06,7.16E-07,4.50E-07,8.57E-07,6.82E-07,8.37E-07,8.71E-07,6.87E-07,8.61E-07,9.19E-07,7.50E-07,5.18E-07,6.73E-07,3.70E-07,5.23E-07,1.10E-06
b0025,2.66E-06,3.55E-06,2.88E-06,1.65E-06,2.17E-06,2.43E-06,2.56E-06,2.34E-06,3.00E-06,1.89E-06,2.11E-06,1.46E-06,2.48E-06,1.87E-06,1.90E-06,1.93E-06,2.82E-06
b3917,2.25E-05,9.42E-06,1.33E-05,1.84E-05,1.03E-05,2.65E-05,2.06E-05,9.31E-06,1.07E-05,6.85E-06,6.23E-06,5.22E-06,1.08E-05,1.53E-05,1.08E-05,1.03E-05,2.76E-05
b3728,5.06E-06,5.00E-06,6.60E-06,3.81E-06,6.19E-06,7.00E-06,7.71E-06,7.06E-06,5.06E-06,4.38E-06,3.79E-06,3.33E-06,6.90E-06,5.98E-06,4.92E-06,6.52E-06,6.30E-06
b2582,4.27E-06,6.50E-06,5.86E-06,2.19E-06,2.85E-06,5.85E-06,3.66E-06,3.62E-06,2.63E-06,2.03E-06,1.58E-06,1.58E-06,4.71E-06,3.66E-06,2.14E-06,3.99E-06,4.37E-06
b2963,6.04E-09,1.78E-08,2.57E-08,1.40E-08,1.35E-08,2.25E-08,2.37E-08,1.28E-08,9.93E-08,2.62E-07,2.00E-07,5.52E-08,5.39E-07,4.99E-07,4.84E-07,5.54E-07,6.51E-07
b2096,8.19E-05,0.000189442,0.00020374,0.000646638,0.000448422,0.000258005,0.000232335,0.000283676,0.000373685,0.000383434,0.000273603,0.000322019,0.000122179,0.000331443,0.000261905,0.000425676,0.000204065
b1193,2.83E-06,3.05E-06,2.87E-06,1.13E-06,1.82E-06,1.75E-06,1.96E-06,1.72E-06,1.23E-06,7.34E-07,5.95E-07,3.81E-07,2.19E-06,1.81E-06,1.75E-06,3.52E-06,2.51E-06
b0809,1.16E-05,1.33E-05,1.77E-05,1.23E-05,1.79E-05,1.58E-05,1.67E-05,1.84E-05,1.74E-05,1.94E-05,1.58E-05,1.40E-05,1.60E-05,1.77E-05,1.37E-05,1.86E-05,1.43E-05
b2024,3.52E-05,9.96E-06,5.04E-05,1.15E-05,1.68E-05,1.97E-05,2.71E-05,2.18E-05,1.64E-05,1.47E-05,1.39E-05,9.39E-06,1.25E-05,1.55E-05,1.28E-05,1.63E-05,1.78E-05
b2344,7.84E-06,5.24E-05,5.03E-05,3.61E-05,6.54E-05,2.74E-05,2.21E-05,4.08E-05,2.70E-05,5.61E-05,6.33E-05,6.54E-05,9.24E-06,4.29E-05,5.46E-05,3.55E-05,1.06E-05
b0182,5.15E-07,1.07E-06,9.16E-07,3.85E-07,4.70E-07,4.94E-07,5.05E-07,5.53E-07,4.87E-07,4.37E-07,4.91E-07,5.08E-07,4.18E-07,3.02E-07,4.63E-07,3.24E-07,4.94E-07
b0110,2.77E-06,2.75E-06,0,1.95E-06,1.66E-06,4.81E-06,1.76E-06,2.01E-06,1.93E-06,3.32E-06,8.53E-07,1.50E-06,0,0,1.67E-06,2.14E-06,0
b2242,5.98E-08,6.31E-06,5.98E-06,1.05E-07,9.78E-08,1.64E-07,4.28E-06,4.63E-08,1.37E-07,5.10E-08,7.79E-08,3.24E-08,3.55E-07,1.65E-07,1.24E-07,2.67E-07,1.94E-07
b4287,2.29E-07,3.94E-06,0,2.89E-08,1.05E-07,1.26E-07,1.01E-07,7.96E-08,8.84E-08,2.06E-08,7.60E-08,3.94E-08,0,0,2.31E-08,7.64E-08,0
b1814,5.89E-08,1.49E-06,8.70E-07,5.69E-08,2.93E-08,1.72E-08,4.03E-08,4.03E-08,3.34E-08,1.76E-08,2.11E-08,1.93E-08,1.56E-08,1.30E-08,1.43E-09,1.21E-08,1.32E-08
b2721,1.82E-08,5.02E-09,5.84E-08,5.85E-09,1.15E-08,2.00E-08,2.94E-08,1.41E-08,1.09E-08,2.09E-08,3.19E-08,1.54E-08,1.60E-08,2.77E-08,1.65E-08,4.24E-08,5.88E-08
b2422,1.17E-05,3.36E-06,8.34E-06,9.36E-06,1.40E-05,9.58E-06,1.38E-05,1.61E-05,1.28E-05,8.78E-06,5.83E-06,4.39E-06,1.25E-05,1.08E-05,7.56E-06,1.34E-05,1.39E-05
b2425,6.49E-05,1.33E-05,3.35E-05,4.44E-05,5.62E-05,4.55E-05,5.30E-05,5.70E-05,3.73E-05,3.25E-05,2.57E-05,2.40E-05,3.51E-05,5.16E-05,4.10E-05,5.16E-05,5.27E-05
b2155,9.55E-06,4.52E-06,1.76E-05,3.89E-06,6.91E-06,1.40E-05,7.87E-06,5.85E-06,6.09E-06,4.19E-06,1.94E-06,1.86E-06,4.17E-05,6.16E-06,2.98E-06,7.18E-06,1.44E-05
b0931,9.84E-06,6.06E-06,1.13E-05,6.11E-06,8.22E-06,8.68E-06,9.36E-06,9.33E-06,7.96E-06,6.13E-06,5.08E-06,4.32E-06,9.03E-06,6.91E-06,5.98E-06,7.81E-06,8.57E-06
b3551,5.12E-07,2.31E-07,2.22E-07,1.95E-07,2.84E-07,3.15E-07,4.08E-07,2.93E-07,1.83E-07,1.49E-07,1.36E-07,1.06E-07,8.41E-07,3.98E-07,3.94E-07,4.22E-07,7.40E-07
b4077,1.09E-07,1.11E-07,4.16E-07,1.25E-08,7.17E-09,1.62E-08,9.55E-09,2.14E-08,4.52E-08,2.42E-08,2.36E-08,9.30E-09,1.40E-08,1.14E-08,9.40E-09,5.60E-09,1.06E-08
b0403,1.50E-08,1.24E-08,2.82E-09,6.60E-09,1.40E-08,8.10E-09,9.59E-09,1.53E-08,9.67E-09,1.12E-08,1.20E-08,4.92E-09,2.69E-09,3.88E-09,5.02E-09,3.95E-09,2.79E-09
b1866,3.77E-05,7.23E-05,4.21E-05,2.51E-05,2.81E-05,2.90E-05,3.05E-05,2.67E-05,3.87E-05,3.20E-05,2.52E-05,2.46E-05,4.56E-05,3.37E-05,2.32E-05,3.26E-05,4.30E-05
b0421,1.85E-07,3.09E-07,1.42E-07,1.24E-07,1.21E-07,6.76E-08,1.03E-07,1.03E-07,8.69E-08,8.09E-08,5.35E-08,4.92E-08,1.34E-07,8.41E-08,2.64E-08,8.09E-08,7.72E-08
b3709,1.68E-07,6.04E-06,4.21E-06,6.22E-08,8.10E-08,7.04E-08,6.73E-08,5.54E-08,2.37E-07,4.45E-07,6.82E-07,1.04E-06,8.97E-08,3.70E-08,1.70E-08,2.20E-08,4.03E-08
b2148,8.87E-09,5.69E-07,3.52E-07,1.36E-07,2.39E-07,2.12E-07,1.73E-07,2.00E-07,5.86E-07,4.25E-07,5.29E-07,3.35E-07,4.03E-08,4.08E-07,8.87E-07,2.41E-07,8.67E-08
b1238,1.52E-06,2.40E-06,2.01E-06,6.79E-07,7.47E-07,1.07E-06,8.45E-07,8.97E-07,7.68E-07,5.08E-07,3.07E-07,2.60E-07,8.41E-07,6.53E-07,2.80E-07,6.83E-07,1.00E-06
b2585,4.91E-06,1.21E-05,5.80E-06,4.68E-06,6.56E-06,6.88E-06,6.43E-06,7.60E-06,9.69E-06,1.07E-05,9.27E-06,1.11E-05,4.38E-06,6.56E-06,5.44E-06,6.96E-06,6.67E-06
b0475,3.12E-07,1.02E-06,5.19E-07,1.26E-07,1.30E-07,4.05E-07,1.53E-07,1.09E-07,1.15E-07,8.59E-08,7.95E-08,3.10E-08,6.67E-08,6.17E-08,1.16E-07,1.09E-07,8.34E-08
b0588,1.93E-07,1.02E-07,4.50E-07,2.92E-07,1.90E-07,2.26E-07,2.47E-07,3.05E-07,1.56E-07,1.30E-07,9.78E-08,1.06E-07,1.34E-06,1.85E-07,2.58E-07,2.93E-07,3.34E-07
b0394,3.33E-06,4.44E-06,6.22E-06,3.76E-06,4.47E-06,4.22E-06,5.33E-06,3.60E-06,3.33E-06,3.88E-06,4.10E-06,4.84E-06,3.27E-06,4.34E-06,4.25E-06,4.37E-06,3.30E-06
b1855,1.17E-06,2.28E-06,1.34E-06,8.24E-07,9.47E-07,9.02E-07,1.12E-06,7.81E-07,1.06E-06,1.07E-06,9.13E-07,1.03E-06,8.99E-07,7.63E-07,1.15E-06,8.96E-07,8.11E-07
b0142,3.55E-06,6.32E-06,0,2.66E-06,3.78E-06,4.22E-06,2.78E-06,3.12E-06,5.02E-06,4.66E-06,4.06E-06,2.99E-06,0,0,2.19E-06,2.97E-06,0
b3018,7.11E-07,2.32E-06,1.44E-06,4.08E-07,4.34E-07,9.63E-07,6.67E-07,7.59E-07,1.41E-06,1.17E-06,8.53E-07,6.31E-07,1.08E-06,6.09E-07,4.96E-07,4.89E-07,1.11E-06
b3623,4.34E-08,2.66E-07,1.39E-07,3.29E-08,5.25E-08,6.79E-08,6.72E-08,5.11E-08,1.29E-07,7.39E-08,8.01E-08,4.44E-08,6.14E-08,4.46E-08,2.29E-08,4.51E-08,6.45E-08
b1090,8.54E-07,1.20E-06,8.59E-07,9.64E-07,8.83E-07,9.25E-07,6.84E-07,7.94E-07,6.47E-07,7.07E-07,7.02E-07,7.54E-07,4.93E-07,4.40E-07,1.01E-06,4.90E-07,2.93E-07
b2905,1.10E-05,3.64E-05,3.47E-05,4.16E-06,7.08E-06,9.35E-06,8.18E-06,5.06E-06,6.73E-06,3.32E-06,2.82E-06,2.24E-06,6.56E-06,6.21E-06,4.24E-06,6.98E-06,9.35E-06
b0915,2.38E-07,2.75E-07,2.25E-07,6.95E-08,8.02E-08,1.56E-07,1.09E-07,1.07E-07,1.32E-07,7.65E-08,8.72E-08,7.06E-08,1.87E-07,1.01E-07,8.58E-08,9.56E-08,1.54E-07
b0197,0.000496674,6.57E-05,0.000169754,0.000204113,0.000281335,0.000357197,0.000370804,0.000306169,0.000283036,0.000262965,0.000232008,0.000238812,0.000387814,0.000301406,0.00025446,0.000298685,0.000350393
b4239,6.40E-08,8.04E-06,8.45E-07,8.07E-08,1.49E-07,1.74E-07,1.34E-07,1.44E-07,8.51E-08,1.52E-07,1.87E-07,2.23E-07,1.82E-07,2.05E-07,3.25E-07,1.21E-07,2.30E-07
b1190,4.61E-07,6.83E-06,6.73E-06,2.35E-06,1.17E-06,8.94E-07,8.35E-07,2.39E-06,9.95E-07,1.27E-06,8.35E-07,1.19E-06,8.81E-07,7.58E-07,3.07E-07,7.94E-07,5.95E-07
b2261,2.79E-07,1.26E-06,5.76E-07,1.19E-07,1.61E-07,1.77E-07,1.56E-07,1.87E-07,1.13E-07,8.01E-08,5.33E-08,7.28E-08,1.31E-07,1.29E-07,8.10E-08,1.21E-07,2.22E-07
b3997,5.20E-07,1.60E-07,3.65E-07,7.09E-08,1.42E-07,1.48E-07,1.93E-07,2.02E-07,1.46E-07,1.23E-07,3.21E-08,5.89E-08,2.24E-07,1.48E-07,1.58E-07,1.48E-07,2.00E-07
b0071,8.51E-05,7.66E-06,1.48E-05,0.000110442,8.11E-05,0.000102426,8.64E-05,6.06E-05,6.68E-05,9.31E-05,9.04E-05,0.000111778,9.40E-05,9.08E-05,8.68E-05,0.000104653,9.13E-05
b2797,6.22E-07,3.92E-05,3.41E-06,2.55E-07,3.18E-07,3.06E-07,3.51E-07,3.08E-07,3.00E-07,2.69E-07,1.75E-07,1.75E-07,2.00E-07,2.05E-07,3.10E-07,4.21E-07,5.69E-07
b0860,0.000155255,2.15E-05,3.88E-05,5.19E-05,6.72E-05,7.99E-05,8.47E-05,7.31E-05,7.31E-05,5.78E-05,7.84E-05,9.14E-05,6.20E-05,7.17E-05,6.72E-05,6.42E-05,9.78E-05
b0207,1.50E-06,2.00E-06,2.62E-06,1.26E-06,1.36E-06,1.97E-06,2.18E-06,1.22E-06,1.43E-06,1.25E-06,9.32E-07,9.90E-07,2.20E-06,1.50E-06,9.97E-07,1.31E-06,1.72E-06
b3665,8.20E-08,9.05E-07,5.39E-07,1.10E-07,2.15E-07,9.83E-08,1.39E-07,1.33E-07,3.06E-07,3.72E-07,3.31E-07,1.85E-07,3.69E-08,1.09E-07,7.21E-08,9.89E-08,4.62E-08
